score,tweet, 
0.0,midterms are so close ,
0.0,harry styles releasing a single is whats getting me thru midterms,
-0.5867,why can't i hyperfixate on a useful thing. i want to spend five hours prepping for midterms not thinking about mental illness depictions in my anime chess game,
0.0,Midterms already 😳,
-0.128,cuz this bitch survived the midterms ,
0.0,are they midterms or vibe checks,
-0.5106,"It wouldn’t be homecoming week without 2 midterms, 1 quiz, an 11 page lab report, and 1 paper all due by Thursday AND being sick",
-0.2732,Midterms Checklist:-“Forever” on Spotify on Repeat-Drinking four coffees a day (2 iced 2 hot) -Cut off all social media -Sleeping 4 hours a day -Binge off Oreos,
0.0,"It’s spooky season and for me that means 2 papers, 2 midterms, homecoming, and internship applications being due all during the month of October. 👻🎃",
0.0,i can see my teddie self this upcoming midterms sis ,
0.0,I can’t believe midterms is already a couple weeks away 🙌🏽📚,
0.0387,"i want to go home, lay in bed with my coffee &amp; watch Breakfast at Tiffany’s but midterms ...",
-0.4404,"I want this group presentation, writing assignments and midterms exams the fuck outta my face lizzy Tell me whatchu want? ",
0.0,"miDtERmS we decided to edit our docu overnight bc its due today at 9AM,,, but here we are wt our docu na 2mins puro montage lang??? @tybaltmiguel",
-0.7574,No more midterms LETS GOO dubbed all of um no more stress till finals,
-0.4098,Why am I suddenly missing BTS so much istg??? I have midterms next week I don't have time to stare at their twitter why do I do this to myself fdghjfks;f,
-0.6289,Midterms??? I don’t need that kind of negativity in my life ,
0.0,"quizzes, midterms and essays oh my, who wants to fuel my study sessions with matcha lattes?",
0.6467,Happy to say I passed ALL my midterms! Now let’s get this POLS paper started!,
0.2263,Wont be available till OCT 5 coz of midterms. Okay byeLove you @GOT7Official 💚,
0.2415,"last semester during midterms, I called the lunchable 800 number and complained for not giving me enough crackers... praying for a better time this semester😭🤣 Sco Pa Tu Manaa?",
-0.7845,"sry for being inactive, midterms and depression killed me HJSJKS next fic will be porn, i promise 😔",
-0.6705,"midterms, papers due, assignments for every class, behind on readings. if college hasn’t killed me, nothing can.",
-0.3071,Idk but midterm was the WORST.I seriously don't know how tf my life went down the hill during midterms and i also don't know how I'm getting my sh*t back together rn.,
0.1779,Sorry for my noise im just tryna make advantage of it as a review of my lessons for midterms HAHAHAHA,
0.6908,college it’s like you blink and oop here’s 3 back to back midterms enjoy 😘,
-0.6369,idk wtf is going on for my midterms sos,
0.7351,Rewarding myself for finishing midterms lol ,
0.6486,having a moment listening to Euphoria soundtrack and writing midterms ,
0.5267,Finished all midterms for the week. Feeling accomplished 😊,
0.0,Im taking the midterms unprepared ahakksksks :—((,
0.5719,me when my professor makes a joke to make them like me since midterms are next week ,
-0.2732,1st day of midterms today 🥵 i feel like shit KSKDKSKSKS 🤧🤧🤧,
-0.0814,I was in class and the prof was asking about people’s safety and how they feel due to the wildfires and this girl goes “i’m so stressed I have midterms” we all just looked at her like.... ,
0.0,my whole school database is down rn . i can’t even do research i have MIDTERMS . bye,
-0.3182,Im genuinely confused. How are midterms next week?,
0.0,After NCAA midterms naman,
0.0,MIDTERMS ARE DRAINING,
0.7264,I was supposed to go see celine tomorrow but she cancelled due to a virus and its kinda best for me tbh lmao I was so under stress for all my ,
0.6908,I wish everyone luck on their  👏🏿💪🏿🐴💙💙💙,
0.296,What’s helping me cope through  @smashmouth ,
-0.2133,Lol i wanna get fifa 20 so bad but  are coming🤧,
0.0,I have 3  this week and i been watchin football all day,
0.8655,MIDTERMS COMING UP YO my professor boosted my midterm grade from a 75 to a 95 for no reason EVEN THO I SUBMITTED IT LATE... rt for THIS GOOD FUCKING LUCK MAN,
-0.25,what a hell of a week. 4  and 3 fashion sketches 😭. Thank God im done,
0.0,How are we having  if school just started?!?,
-0.1901,I really shouldn’t be contaminating myself before  but fuck it honestly,
0.0,i have 4  next week—,
0.2732,"I got an A on one of my  🥰 now for the other 4, that’s in God hands lmfaoooo",
0.296,ok i actually ATE those  who knew studying pays off,
-0.5859, is next week wtf,
-0.1027,[Note: a variation of this exchange was brought up in all three of the sections I teach]  Me: You can now ask questions about the midtermThem: Is it gonna be hard? #teaching # ,
0.0,"One of my  was solely essay based and I just wrote for over an hour. I’m currently trying to remember exactly what I wrote, but I can’t remember anything...maybe I turned in blank pages???",
0.2103,"I DID GOOD ON ALL MY ENGINEERING MIDTERMS, i want to cry dude :’)",
0.34,Midterms is really just your school giving you a vibe check,
0.3612,"Midterm for bio tomorrow, next week is  for pmuch everything elseAnd I have like, 3 or 4 assignmentsAnd quizzesAnd clinicalAnd more labI'm not vibin",
0.8092,Wow finished first day of ! 😭🙏🏾 I’m so ready to go home Lmaoo,
-0.34,my computer broke and I have two  to study for someone cheer me up :( #cashslave #paypig #footfetısh #feet #blackmail #findom,
0.5766,"I think I'll be inactive later this week, because uhm  HAHA we'll see 👀",
-0.7717,Me walking into class getting ready to kill that midterm I’ve been studying my ass off for....#xboxone #gearsofwar #gears #gears5  #kingofthehill #gamer #videogames #twitch #player #gameplay  #mixer #ape #competitive #gaming #content #esports #vs #college # #study,
0.7935,Good afternoon yall  are hard but i feel so cute anyway ,
0.0,Midterms already? 👀,
0.0,Midterms ,
-0.2732,Lool all my notes for the last 4 weeks got soaked and  coming up.That's it. LooolThats my cue to drop out,
0.4404,hope this is me tweeting this next week for 🙇🏼‍♀️ I got a 96 on one of my  so far hehe,
0.0,Midterms: 🦍🦍🦍🦍🦍Me:           🐩,
-0.5434,I can’t believe it’s almost . Wtf.,
0.0,"For the amount of time I spent studying the past few weeks, if I don’t get As on all my  then I’m dropping out of college 😤",
0.1677,"the past couple days have been honestly so hard. with staying up all night studying for , work, and being sick on top of it, he never ceases to amaze me. thank you for this surprise babe &lt;3",
0.7902,They’re all involved in these dirty dealings together. That’s a really interesting and recently indicted friend celebrating with DeSantis after the . #TeamRelentless ,
-0.3818,I have  in 3 weeks 🙃 I’m prepared to fail. Sco Pa Tu Manaa?,
0.5719,1 midterm down... 3 to go. I got my power puffs on and I'm feeling confident. #collegelife # #afropuffs @ Cuyamaca College,
0.6908,wish me luck on one of my  I’m bouta take,
-0.4404,it’s not even  yet and I’m tired. ,
-0.4767,harry releasing music while i have  and essays and other projects coming up...... this is an attack,
0.0,these have been my most unproductive days and  start tomorrow 😍,
0.0,shet first  !! 😣✊,
0.0,Somebody throw a kb so me and @fittyshadesofk could pop out one more time before these  next week😂,
0.0,2  bombed ✔️. Road to Philly ✔️.,
0.0,When you find parking on the street during  #blessed 🙌🏽🙌🏽,
-0.012,"soon i will enter that state where i'm very tired but constantly going and that state is called ""production + komiket + approaching  + growing youtube"" period",
-0.5719,"anyway, I hate it here. we have  next week",
0.0,Trying to study 4,
0.0,First time ko mafeel na bagsak ko lahat ng exams regardless of the fact that i studied harder for this  than the boards 🙃🙃🙃🙃🙃🙃🙃,
-0.757,im so tempted to start a new series but i have so many  coming up so i can’t im so sad,
0.2023,"Y'all, please pray for me and these  because omg. Want 2 cry",
0.0717,failing college  is so much fun #yay,
0.0,Midterms naaaaa :)))))),
0.2263,Midterms actually start tomorrow lol whoopsWith some gaps but aaaaaa,
0.3578,"okay,  naaaa!!",
0.0,early  😪,
-0.4805,"Most of the classes in your major is an extension of each other. If you’re failing  as an upperclassman at this point you’re just not cut out for that field. Things happen trust me but to continuously fail, maybe one isn’t cut out for that field. Sco Pa Tu Manaa? ",
-0.5859,passed all my  w B’s bitch i might just take a shot,
0.0,Midterms : 0Me : 3,
-0.128,Go to rolling loud day 2 or study for these  😗... that’s tough 😭,
0.7844,Looking for a place to check out books today?  Or need help with your paper? Desire a quiet place to study for ? Don't forget that #PHSCSpringHillCampus library is open today from 11 to 7:30!  #PHSCLibraries,
-0.4404,i have  this week and i am: scared,
0.5859,"Having students start to melt down. Checks Calendar: Yep . And their financial aid is already run out, credit cards maxed out. Boulder is expensive even if they living simple as possible and with roommates. All I can do is give them fruit and magnesium. I am that Auntie.",
-0.7003,"I have survived my calc and french  but I also just wanna cry, no particular reason",
-0.7177,"Lord, Today is the 2nd day of our  examination. Pleaseee, guide us and give us knowledge. Nawa'y makapasa kami. Kayo na po ang bahala samin. Thank You Po!",
0.6597,all my  online 💆🏽‍♀️ thank the good lord,
0.0,My  are here and I don’t know how to feel about them 😭😩🤦🏽‍♀️,
0.0,y’all mind if I pass my  ?,
-0.4879,don't lie • - sept 14 with vin??? Hehe• - last year chour• - yizzy• - gr12 after • - 1 • - love u• - j• - NO WAY NEVER!• - pibi• - depende chour nope• - yep• - ilang beses ko na po nakiss hehelike and i'll send you the questions,
0.0,When u have two  but lib is hot and stuffy &lt;&lt;,
0.0,class tomorrow got canceled more time to study for my   ,
0.6243,"Ok: I am a professor but today my class is preparing an in-class essay to prepare for , so I have the chance to scroll Twitter. Everyone in America is pretending to work, but just listlessly scrolling Twitter.",
0.6114,Without a game this weekend field hockey is taking a much needed break and having no practice this week! Good luck with ,
0.8879,"The boys are taking a break this week to prepare for our . the Rebel Podcast will be back next week to release MASTERFUL content every single Tuesday, featuring our new guest MC. Retweet &amp; like this for a chance to be our listener of the week &amp; win a Chipotle gift card!!! ",
0.0,Midterms are already here 🥴,
0.5904,Yeesssssss right when I finish my  HEAD IN THE CLOUDS II BY 88RISING IS COMING OCTOBER 11TH AT MIDNIGHT WORLDWIDE FEATURING OUR FRIENDS FROM AROUND THE WORLD @JacksonWang852  @SwaeLee @MAJORLAZER @CHUNGHA_MNHent @PViphurit  @generationsfext  @poetristephanie @GoldLink @BarneyBones @DonKrez_  @rhyme_so,
0.0,tonight’s the j balvin concert and I have 2  on Monday...... imma still go tho,
0.0,anyone wanna be my study buddy for  this week??😕,
0.2321, tomorrow and i didnt study shit at ALL let alone knowing what time im supposed to be at school,
0.6249,me rn lol gl sa  Natutulog ako dapat ngayon :(Hahaha,
0.5994,I have So Much homework to do lmao and I’m gonna charge myself up and get everything that needs doing this weekend so I have some spare time to study for my  :’),
0.807,Here’s something prettier then those  you’re studying for 😁🌈 Share with a friend who might need some encouragement during this stressful time of the semester! #YouCanDoIt ,
-0.6542,Currently suffering from flu like symptoms but still crushing these  ,
0.34,Me next week as I take my  successfully took an exam on 3 hours of sleep and an empty stomach,
-0.6734,I go to sleep at 10 to wake up at 3am to finish schoolwork so I can see a fight tonight 😖 I should’ve told my boss I had  due so I wouldn’t be stressed out 😭😑😣😖 I technically got to get up in 2 hours to go to work at 8:30 😭😭😭,
0.1531,once  are over.... ill buy apollo justice,
-0.2263,hi oomfs just checking in... im gonna be vry ia from now on haha sorry if i dont see dms and shit im just studying all day. also im gonna delete twt and only come back after my  &lt;/3,
0.0,*Group project due tomorrow*Person who has not contributed: “well I have 3 exams tomorrow so I can’t”  It’s  week. *twitches* we. all. have. exams.,
0.0,4  in two days and I’m supposed to come back after for more info. Oof,
0.0,How everyone feels about  ,
-0.5106,A ninja failed all his ,
0.3802,Retweet and share- that useless party never works but gets paid to destroy our country we should demand back every penny they received since  If they actually did this the markets would crash. Do you think it was luck that got us to the best Stock Market and Economy in our history. It wasn’t! ,
0.5093,Yo I’m so stressed out with all the shit I gotta turn in before . I’m hella behind so I’m already picturing sleepless nights for 3 days straight :-) but I had like a full sleep last jight so we g? 🤣,
0.0,Need some tips on how to study for ? Study Skills Workshop October 1st (tomorrow) at 11am in CATS 201.,
-0.5216,Prooooobably not the best idea getting a ps4 before  HAHAHAHA,
-0.1007,Inktober day two was just a sketch because I was in the middle of . She’s a beautiful queen no matter how mindless she may seem! #inktober #inktoberday2,
0.0,After I survive my  meetings fam. 😂 @YeezyYae_ @Pluckers ,
0.6486,"I finished all my work, passed all my  so far, and got hired today. Man God is blessing me fr. I could cry😍😭",
0.1154,i used to think  only happened halfway through the semester bc that makes sense but no we literally get like 4,
0.6369," na bukas, all the best for me 😫",
-0.9267,I barely work next month which is good because  but bad because I’ll be broke 😭 I hate this,
0.4404,I’m finally done w  and I still feel anxious lmao,
-0.5106,"i have two speeches for  and a major quiz next week,,, and here i am sick af (no voice and headache) #HelpJajuh ",
0.5574,Kachill ra bas  ron? Hahaha sana always 😂,
-0.128,Me and niamh going on holidays tomorrow in the middle of our  is so on brand it hurts,
0.0387,I want to take a nap but also..... what if harry does something..... but i should nap so I can study right for ,
0.0,"does anyone here have , too?",
0.6879,I'm sad I wont get to help out w/ be apart of the pride parade but honestly I've been so busy w/  and idk if I'm ready to come out irl 😔,
-0.6808,Medyo hell week pala next week tas next next week  tas next next next week lamay ko na ganon yon,
0.0,all my  next week.. ,
0.1027,I WANNA CONTINUE PLAYING 3H BUT I HAVE SM FUCKIN MIDTERMS ALREADY,
-0.5809,totally kicked my  ass 🤝🤝,
0.7096,Good luck to everyone on  #SU #SU19 #SU20#SU21 #SU22 #SU23,
0.8259,....i better not be sick NOT during  bitch. ,
0.0,"i have two  and two papers due this week and NOTHING happening next week, i'm about to email my prof and ask for an extension",
0.0,Inktober drawings will be uploaded to goat in batches. I have  to study for before I can prioritize drawing for myself.,
0.6897,"I recently found a giant swing for adults. Best day I had in a long time.falling a bit behind what with it being , but I’m still fully committed to seeing inktober through#inktober #inktober2019 #inktoberday9",
0.3612,Me during  waitin on the answers 😂😂 When the teacher purposely keep walking by you so you gotta act like you doing something ,
0.0,I blinked and fall break was over ☹️ back to  tmm,
-0.6808,"might be very inactive starting to tomorrow bcs hell week, i have to study bcs we have long exam everyday day next week and it’s  the week after so— ",
-0.4019,"Since no one is hyping me up and wishing me well for this horrible upcoming week called , I guess I'll do it myself . . . ☹😔🥺 ",
0.0,A’s on all my  so far 😊,
-0.5719,I give up on my caffeine cleanse because I’m tired and ya know  if you see me in the library at 2 am on top of one of the bookshelves screaming integrals... mind your business.,
0.0,How are  going?? # #testtime #HarryPotter ,
-0.6124,Damn i have  back to back and i cant take it. Im overwhelmed and disoriented lowk😩,
-0.4215,"Science Center Water Forgot to Study, Fails Midterms",
0.4404,GOOD MORNING MIDTERMS NA NAMIN AHHHHHH,
-0.5719,i hate ,
-0.2579,"IT students prepping for college  next week, but we’ve got some events planned to ease the stress! You’ve got this students! @LSR7",
0.0,I am going to have  on my birthday for the third year in a row 😫👌🏾💦,
0.0,"I Have Midterms Next Week, Debates For 2 Classes, 2 Interviews For Chicago State University &amp; National Louis University, And More Assignments &amp; Quizzes/Tests. I Am One Busy Girl This Month &amp; Next Month.",
0.0763,I really want to rewatch Om Shanti Om or Ram Leela again but I have to study for  :’),
0.0,"Me:My mind:Paraphrase, , quizzes, online tasks",
0.0,Midterms starting this week and I’m here watching iCarly on Netflix... what is my life 🤦🏾‍♀️,
-0.3071,Midterms are kicking my ass but I’m still here 💪🏽 ,
0.0," less than a wk,,,,",
0.3612,Driving home from class I started bawling just thinking about  and so much stuff I have to do....yea I’m ready for thanksgiving break,
0.4939,"With  right around the corner, remember to take some time for yourself &amp; enjoy the weather ⛅️🍃 #FridayFeeling ",
0.4199,"NOOO IT'S ON A WEDNESDAY AND A WEEK BEFORE MIDTERMS😭😭😭😭😭 🔥 #Choices, get ready to go on a mission - A.C.E CONCERT [UNDER COVER: AREA US]! 🕵️🔜 More info is coming soon on 👉 #StopWishingStartMaking #ACE with #MyMusicTaste #ACEConcert #UNDERCOVER  #에이스 ",
-0.4215,"||: after  ill resume my rp’s, starters and dms I owe cause that's why I've been more slack than what I normally am.",
0.0,i just remembered we got  on thursday 😩,
0.5542,It's Midterms so I'm a strong #8 Which @theestallion are you this weekend?,
0.0,one of our group members for our project/  says he can’t make it bc he has to go to a FOREX session,
-0.0772,just failed two  haha,
0.5994,"I walk on in to try and unity my brain for a second and see VRAINS spoilers immediately so uh, guess I won’t be on until  are over and I can finally watch lmao",
0.0,both of my  next week ,
-0.296,Kait- 2 - 0 It is indeed a Hot Nerd Fall 🥵📚‼️,
0.0,natapos din ang . which means intrams na next week aaaaaaaaa,
0.0,How college has been going since  started! 😫😪 ,
-0.4767,yeah im lready ia but ill be more ia this week because of ,
0.3291,"Trying to have celebrate  being over, but knowing the incoming grades are coming on Monday: ",
0.0,I got 2 more  left that I really gotta study for 🙄,
0.0,I just need to pass all my ...,
0.7263,"#TBT It is  week, and for many of us that means a bit of stress. Let's throwback to December of 2017 when Pals for Life came to Falvey Memorial Library. This photo, taken by Will Repetto, will hopefully lighten up your day while you get through your . Good Luck!",
0.8176,😺✏ — Haha all my  are next week I’m pretty sure I’ll get a full mark so wtv ,
-0.5609,"Saw a hawk capture/kill a squirrel today during floor chapel... it reminded me of . Ya know, just minding your business, then bam, a giant scary thing comes out of nowhere, threatening your gpa.P.S. the squirrels that watched the murder = upperclassmen enjoying our tears",
-0.6917,This one of the dances I’m about to do this coming friday at my school. I LOOK MISERABLE after taking 3 !! Ugh. It was a week. Sorry for the long face. Also this was hours after choreographing 😫. My dance partner lit tho 😂 we be laughing way too much! 🤡,
-0.5423,Midterms are already kicking my ass,
0.431,I have to study half the semesters content to not fail on my ,
0.2942,if i survive dis  with passing grades.. i'm gonna get my navel pierced swear to god!,
0.6696,I’ll try my best to update tomorrow! I have  today,
0.3182,Pasar lang Midterms please 🙏🏼,
0.3182,After  please ☹️ Samgyupsal ,
-0.25,Seeing everybody at h2o and I’m stuck at home cause of  😭,
0.7086,i should be studying for  but binge watching AHS is a lot more fun,
-0.2411,"With the change of times I think we feel like we aren't working to the point of exhaustion than we haven't worked at all. With  approaching and soon exams, remember you still need sleep and rest. Don't forget to care for yourself. 💕#FridayMotivation ",
0.0,tamang chill before ,
0.0,2  next Wednesday and a presentation.. I dont wannnaaa,
-0.0516,"after , i swear health liwat tak ig prioritize",
0.0,Back to reality now...  coming 😭,
0.0, 💀,
-0.4404,back to studying :( i wanna pass my ,
-0.4019,good morning. last day of  today tangina bye hell week 😋,
0.0,"Listening to students tell each other to shut up. Ah, the sound of .",
0.0,This is it! Start nas  week!😭,
0.4926,Take the time to relax before  with a @drinksolti CBD drink! ,
0.0,After  ,
0.6772,I’m sitting on this fucking bench in the middle of campus trying not to fucking cry and people think I’m so weird but I think they understand bc we’re getting pretty close to  ya know ?,
0.0,2 dayss walang tulog awit,
-0.3818,Not being able to see Condoleezza Rice speak at your own school because of  is a gigantic bummer,
0.5093,"For once in my life I don’t have to worry about /exams. And for those who do, Good luck y’all! 🤓",
0.0,Its 7:30 and my  start at 8 hayyst commutist life,
0.4215,good husbands help you beat the midterm stress 🤪 #puebloboxing #girlswhobox #boxingfitness # #mastersdegree #appliedbehavioranalysis ,
0.0,two  done... two more to go 🤩,
-0.5719,Midterms being around homecoming has always been a scam.,
0.0,Finished with all my  ,
0.0,omg it’s  this week 😭😭😭😭😭😭😭😭😭✋🏽✋🏽✋🏽✋🏽✋🏽✋🏽✋🏽✋🏽✋🏽✋🏽✋🏽✋🏽✋🏽✋🏽✋🏽,
0.0,homecoming and  don't mix at all,
0.0,I am getting fed up w school and it’s not even ,
-0.647,I'm still writing my  paper and I'm about to write the part regarding mina and what my most memorable experience is of twice and that's the concert so i'm gonna fucking cry because that night i already knew something was kinda up and ahhhh I fucking miss mina so much,
-0.1027,nah rs  next week &amp; all I learned was...well nothing Anybody else got mid terms coming up and didn’t learn anything?,
0.0,I wonder if I ace all my  my parents will let me get a dog,
0.6814,"my housemate and I are discussing how much we yearn to enjoy life without having to worry about homework, , and school in the back of our minds TT TT",
0.0,"DAY 1 EV DATA:2015 Gov:37611(29419 in person/8192 mail)2016 Pres:87066(64661 in person/22405 mail)2018 :69035(40030 in person/29005 mail)In 2017, the automatic abs list activated. So tomorrow morning, JMC will examine IP &amp; mail numbers separately for turnout trends",
-0.743,Today during yoga I had a hard time focusing because I was stressed about  and I kept thinking about how I was going to fail and at the end of the session my instructor gave us all notecards with different sayings... and this was mine. ,
-0.1027,i am *THIS* close to filing a formal complaint w/the school about the director of the Financial Aid office... they have been playing w/my loan money &amp; my life for TWO MONTHS... it’s literally  &amp; they STILL haven’t given me my funds ,
0.0,it’s my birthday so i’ll take a vacation in the middle of  if i wanna #21 🎈,
0.0,Next week na . Let's do this!,
-0.3302,"A -before-SfN mood. Trying my hardest not to fall down a rabbit hole of doing more data analysis when my exam is TOMORROW.LEAVE IT BE UNTIL AFTER, ROB.  There are just so many interesting things 😭",
0.0,2 more  to go! 🤓,
0.0,can i skip the ?,
0.0,hello ,
-0.1531,oof after taking these  i’m ready to go home and cry,
0.7177,"LSU UREC center is so beautiful, gonna start working out at after my ",
-0.34, are a real thing huh :/,
0.5106,its  szn so i gotta buy a new emotional support video game,
0.0,Midterms really come quick!,
-0.1779,I cannot wait for  to be over. Mt anxiety is so high right now.,
-0.4939,The only scary thing about Spooky October is my ,
0.0,Everybody talking bout  but me...I’m still so confused😭,
0.0,I spent the majority of this bus ride studying for  can I get one of those gold stars that says “you tried”,
0.1779,btch i can feel the spirit of .,
0.7482,"See you the soonest, Fam! Mahuman rajud ning !!!! Waking up with ur moms call and hearing ur pamangkins saying, ""Tita uwi"" and finally it's really happening!! Deym gurl! Its the best thing in the morning!! 💙💙",
-0.8126,I have  next week wtf. I haven’t learned shit,
0.6028,"My  are finished for now, I’m going out this entire weekend, and HS2 is here my life is SO good rn",
-0.4767,bruh I’m going to have 10 essay questions for one of my  and I’m going to cry,
0.2467,i think i’m gonna deactivate soon just for  week not that anybody care but yeah ,
0.0,two  in a row huh,
0.3818,I have a 2 weeks of . I was able to bang out 3 assignments this weekend &amp; what I have left is:2 midterm papers 1 Midterm exam 1 midterm presentation 3 group assignments 3 individual assignmentsOh this doesn’t include any readings. Will I make it out alive?,
-0.6696,i must’ve been zoned out for all my classes cause  are here and a bitch is shOok!,
0.0,pg&amp;e really said “let’s implement a power outage during ”,
0.0,"I took a nap, woke up and now it’s time for  already...",
-0.5727,"I'm getting close to  and have a bunch of homework so I might have to cancel tonight's stream. Sorry about last night, I just wasn't in a good mental space, hence why I didn't get descriptive as to what was going on &gt;.&lt;",
0.6249,Midterms are just around the corner and here I am binge watching twilight and ditching one day of class. Awesome. It’s never too late for a first time.,
0.0, week the same week that hat in time comes out on the switch... ,
-0.6136,im not ready for  and im panicking hahahaha,
-0.5356,"I’m so glad I went home last week don’t get me wrong, but istg studying for 3  in one night is not fun",
0.6249,is next week and i havent paid the tuition which is 658 ish dollars and i havent studied yetlife is great,
0.4101,Midterms went so well for me😇,
-0.5574,"I just blocked that hu23 kid, he talk too damn much. Hope he got As on his  all this damn tweeting going on.",
-0.296,can all the tv shows i watch stop coming back when my  are approaching? thankssssss.,
-0.7717,"You're shirt, it's weird and I hate seeing those weight loss shows because it's  week:",
-0.4215,Struggling to stay awake(and not distracted) that i can study for .,
0.0,i have 3  this week🙂,
0.3612,Im just ready to take the  atp so it can be over,
0.5994,me displacing my mental health during  lmao  ,
0.0,Two weeks til  finally,
0.3612,post  be like *lays in a hammock* *listens to mitski* *lays in a hammock* *listens to mitski* *lays in a hammock* *listens to mitski* *lays in a hammock* *listens to mitski* *lays in a hammock* *listens to mitski* *lays in a hammock* *listens to mitski* *lays in a,
0.0,YOU GOT THIS! 🤓💪 #Midterms #PrayersUp #Encouragement #LUCommunity #LibertyUniversity ,
-0.8455,"I need to read for class, book calls/send emails for work, prep for an interview, and study for ...and here I am hacking up a lung with a fever doing none of it. Always sick during the WORST possible times.",
0.2846,"FAC’s are fun and all, but TAM’s (Thursday’s after ) hit DIFFERENT",
0.6705, week is next week for me.. txt please give me strength 😭😭,
-0.5423,I’m literally gonn be studying my ass off to ace these  😭😭😭,
0.0,Last day ng  yahoo 😆,
0.0,i told myself i wasn’t going out this week because i have  next week but look at me now 😂 finna go out tonight,
0.0,Yung may  kami sa thursday but double knot comes out on wednesday night 😩😩😩✊🏻,
-0.5106,"I’m in my fourth year and this is the first time I actually have multiple , if any... I’m sick",
0.8619,"praying for a positive day ahead, for a good start of  week!! ✊🏼🙏🏼",
0.0,Who wants to go camping in November? Or maybe this month... I just have a lot of  this month,
0.7717,"I need some film recos please, I want to watch a good movie before my  to restore my sanity 😊",
0.7783,"Great article. Definitely gonna use this for  I just published ""4 Simple Techniques to Remember Everything You Learn"" @Entrepreneur",
0.0,Y’all mind if I learn quantum physics in a week for my ????? 😔😔😔✌️,
0.4898,"to everybody that has been calling and texting me the last three days, i fine, alive, and well😂❤️ i just had to cut all contact to focus on my bio and calculus . Pitt is no joke!!! They really grooming doctors here",
-0.3182,how am I already talking about ? /:,
-0.8481,My  are in two weeks and I literally have no idea what we’re taking I don’t even know my doctors names wtf I’m screwed,
0.1935,Midterms really got me feeling this way ,
0.7506,"school started like 3 days ago ,  next week ? lmao .",
0.0,Me before and after : ,
0.8173,Midterms tomorrow evening have me stressed. 😬  But I'll be very ready to de-stress with a friend or two later this week.Let's make plans together to enjoy an escape from our daily lives. 😉lauralynnofdfw@protonmail.ch ,
0.3612,&amp; the studying for  has commenced 😆 feels like just yesterday this term started ..... 😭,
-0.2462,"To kick off the week, we have our first ever Motivational Monday from Cadet Landry! Keep up the hard work through ! #motivationalmonday #cadetquotes #afrotc #airforce #syracuse #airpower ",
0.3612,Midterms Examination be like: ,
-0.8108,good morning angels !! 2nd or last day of  today woo !! And I’m running on 4 hours of sleep- wieee I’m actually not tired but watch me pass out during the math test AHAHA also it’s tomorrow fuck you im crying-,
0.0,Midterms this week 😩😭,
0.8151,I wasn't tweeting at timmy cuz If he ever responded or liked I wouldn't concentrate on my  BUT NOW IM FREE,
0.8689,"Just wanna thank God right now, he’s been with me all week with these  and I would’nt have done as great without him 👏🏾 s/o to God",
0.0,Midterms na next week😱😰😂,
0.4215,after  im going out. im in need of some laughter &amp; alcohol 🤗i been working hard fr,
0.6115,I’m so happy I took my  last week,
0.0,Can you call them  if you have two before fall break?,
-0.7726,I’m pretty sure I failed two of my  and I’m torn between binging and never eating again :) I HATE MYSELF,
0.0,last day of  uwu,
-0.5106,move in            getting depressed  week                during                   🤝 ,
0.0772,Midterms.... for the birds. I just want to sleep,
-0.5994,Back to back . It's pass or die right now.,
0.0,"Five songs to finish up lyrics on, then endless recording (once  are over a week and a half from now, that is, though nothing should be too bad).And it'll be coming out (see the queer pun, see it) on my birthday, 11/14, 9 months to the day after Valentines.",
0.3612,Midterms are in a week and who else feels like they haven’t done anything yet,
0.0,You know you're in the midst of  when you take an exam and then start studying for tomorrows exam right after....,
0.0772,can we get thru  plz sir What age y’all wanna have kids by fr,
0.2263,On an unrelated note to my previous tweet: I don’t think the stream’s going to happen tonight in light of two CS  tomorrow. Either that or someone inject me with a semester’s worth of Operating Systems knowledge. Taking all reasonable offers.,
0.6841,even with  LMAO,
0.0,we taking  already and i could’ve sworn the semester just started,
0.4019,Still looking for the motivation to start reviewing shet  na pabantad na self pls,
-0.5574,my dumbass really thought  were over,
-0.5719,Why did a season of American Horror Story have to be released on Netflix at the same time as ?🤦🏼‍♀️,
0.4696,"My professor asked me to walk up 4 flights of stairs to see if my classmate went to the wrong room for , yo am I her mom???? lmao I’m on flight number 2 rn tho",
-0.796,"Just wrote 3 , absolutely failed the last 2. I still don’t feel as bad as when Gretchen Thunberg roasted us for throwing our batteries in the garbage",
0.1102,I’m so relieved I have no  this semester 🙏,
0.0,i have two  after my surgery next week ughhh,
0.0,everyday  🤡,
-0.296,"mia season begins now,  creeping up",
0.6892,Midterms this week and then FALL BREAK! Let’s have a great week bethany bronchos! ,
-0.296,"#SHU_Libraries No Guest Computer Access During Midterms--Monday, October 7 through Saturday, November 2. #SetonHall #PiratePride",
0.4215,I have two  really soon. What should be the easier one is Monday and the giant one is on Tuesday.Lots of notes and studying is happening this weekend. ,
0.0,for  to be coming up is too disrespectful.,
-0.7906,I just got back from PR last weeksand  are already on my ass oh fuck ,
0.0,My  are during homecoming week ☹️,
-0.5423, gonn beat my mf’in ass,
0.0,"let's get this bread!!! hapit mahuman , hapit nsd ko mu shift uwu",
-0.7906,2nd round of presidential elections is literally the day before my  start... if i fail any fucking course i will fucking sue the whole ass country,
